Idade;Sexo;Grau_Escolaridade;Salario;Tempo_Emprego;Moradia;Valor_Emprestimo;Proposito;Taxa;Comprometimento_Renda;Score_Credito;Inadimplencias_Anteriores;Credito_Concedido
23.0;masculino;Bacharel;69330.0;0;HIPOTECA;20000.0;EDUCACIONAL;11.99;0.29;439;Yes;0
26.0;masculino;Bacharel;46301.0;2;ALUGUEL;4500.0;EDUCACIONAL;8.45;0.1;660;No;0
49.0;masculino;Bacharel;82057.0;24;ALUGUEL;15000.0;EDUCACIONAL;12.92;0.18;726;Yes;0
28.0;feminino;Segundo Grau;84875.0;7;ALUGUEL;15000.0;PESSOAL;13.39;0.18;676;Yes;0
24.0;masculino;Bacharel;111321.0;2;ALUGUEL;6500.0;EDUCACIONAL;8.31;0.06;684;Yes;0
27.0;masculino;Tecnólogo;67355.0;6;ALUGUEL;13727.0;MÉDICO;11.3;0.2;569;Yes;0
27.0;masculino;Mestrado;103122.0;4;ALUGUEL;10000.0;REFORMA;10.87;0.1;582;Yes;0
25.0;masculino;Bacharel;94898.0;2;HIPOTECA;10000.0;PROJETO;6.16;0.11;648;Yes;0
24.0;masculino;Mestrado;78978.0;4;ALUGUEL;3600.0;REFORMA;10.61;0.05;697;Yes;0
24.0;feminino;Mestrado;63499.0;1;HIPOTECA;4000.0;PESSOAL;14.78;0.06;693;Yes;0
25.0;feminino;Bacharel;52785.0;3;ALUGUEL;4000.0;EDUCACIONAL;12.78;0.08;668;Yes;0
25.0;masculino;Segundo Grau;117508.0;3;HIPOTECA;14931.0;MÉDICO;10.68;0.13;558;No;0
39.0;feminino;Bacharel;127393.0;15;HIPOTECA;15000.0;REFORMA;7.12;0.12;687;No;0
24.0;feminino;Bacharel;48972.0;3;ALUGUEL;1000.0;EDUCACIONAL;6.41;0.02;658;No;0
26.0;masculino;Bacharel;61868.0;3;HIPOTECA;8000.0;PROJETO;10.34;0.13;632;Yes;0
26.0;masculino;Segundo Grau;37761.0;4;ALUGUEL;4200.0;EDUCACIONAL;11.63;0.11;566;Yes;0
32.0;masculino;Tecnólogo;54877.0;9;ALUGUEL;12000.0;MÉDICO;8.22;0.22;561;Yes;0
36.0;masculino;Segundo Grau;57375.0;13;ALUGUEL;3112.0;PESSOAL;11.0;0.05;687;No;0
24.0;masculino;Bacharel;49038.0;2;ALUGUEL;4500.0;EDUCACIONAL;7.47;0.09;665;Yes;0
22.0;masculino;Tecnólogo;87383.0;0;PRÓPRIA;15000.0;PESSOAL;10.08;0.17;682;Yes;0
27.0;feminino;Mestrado;75709.0;2;HIPOTECA;13000.0;PROJETO;8.2;0.17;634;No;0
38.0;feminino;Bacharel;44222.0;16;HIPOTECA;12000.0;PROJETO;15.21;0.27;643;No;0
24.0;masculino;Tecnólogo;57356.0;3;HIPOTECA;5000.0;PESSOAL;6.95;0.09;644;Yes;0
25.0;masculino;Tecnólogo;53844.0;0;ALUGUEL;6000.0;MÉDICO;12.72;0.11;644;Yes;0
23.0;feminino;Segundo Grau;109046.0;0;HIPOTECA;12000.0;EDUCACIONAL;12.44;0.11;586;Yes;0
24.0;feminino;Segundo Grau;181159.0;0;HIPOTECA;8000.0;EDUCACIONAL;8.75;0.04;574;Yes;0
29.0;feminino;Tecnólogo;87593.0;6;HIPOTECA;15979.0;PESSOAL;15.33;0.18;617;Yes;0
27.0;feminino;Bacharel;156732.0;7;HIPOTECA;10000.0;PESSOAL;7.18;0.06;714;Yes;0
27.0;masculino;Bacharel;70925.0;3;ALUGUEL;12991.0;QUITAÇÃO;11.48;0.18;592;No;0
22.0;feminino;Segundo Grau;78841.0;1;ALUGUEL;16000.0;PESSOAL;10.17;0.2;647;No;0
30.0;feminino;Tecnólogo;58573.0;7;ALUGUEL;4000.0;PESSOAL;12.1;0.07;632;Yes;0
26.0;masculino;Segundo Grau;29792.0;0;ALUGUEL;6000.0;REFORMA;8.01;0.2;613;No;0
23.0;feminino;Bacharel;115876.0;4;HIPOTECA;12000.0;PROJETO;7.77;0.1;575;Yes;0
40.0;masculino;Tecnólogo;46301.0;15;HIPOTECA;5591.0;REFORMA;11.4;0.12;722;Yes;0
24.0;feminino;Segundo Grau;90781.0;0;HIPOTECA;5445.0;EDUCACIONAL;10.25;0.06;612;Yes;0
32.0;masculino;Segundo Grau;96855.0;9;HIPOTECA;15000.0;REFORMA;15.18;0.15;579;Yes;0
30.0;masculino;Mestrado;84856.0;4;HIPOTECA;4514.0;PROJETO;5.96;0.05;686;Yes;0
31.0;masculino;Bacharel;99262.0;8;HIPOTECA;9026.0;QUITAÇÃO;5.5;0.09;694;No;0
23.0;masculino;Bacharel;72786.0;0;HIPOTECA;17500.0;QUITAÇÃO;7.71;0.24;674;Yes;0
25.0;feminino;Segundo Grau;117218.0;5;HIPOTECA;9404.0;PROJETO;7.06;0.08;584;Yes;0
25.0;feminino;Tecnólogo;82236.0;1;ALUGUEL;3000.0;PESSOAL;14.27;0.04;611;No;0
30.0;feminino;Tecnólogo;51437.0;7;ALUGUEL;5500.0;MÉDICO;8.89;0.11;639;Yes;0
32.0;feminino;Segundo Grau;66242.0;8;ALUGUEL;4932.0;EDUCACIONAL;11.23;0.07;603;Yes;0
29.0;feminino;Mestrado;57073.0;4;PRÓPRIA;14000.0;PROJETO;10.64;0.25;684;Yes;0
30.0;masculino;Bacharel;103288.0;10;HIPOTECA;10400.0;QUITAÇÃO;8.49;0.1;692;Yes;0
31.0;masculino;Tecnólogo;109085.0;10;HIPOTECA;18000.0;MÉDICO;12.41;0.17;517;Yes;0
25.0;masculino;Segundo Grau;61079.0;3;HIPOTECA;6000.0;PESSOAL;6.76;0.1;609;Yes;0
24.0;feminino;Bacharel;72887.0;1;ALUGUEL;15000.0;PESSOAL;15.71;0.21;657;No;0
22.0;feminino;Segundo Grau;37249.0;1;ALUGUEL;3000.0;PESSOAL;6.15;0.08;575;Yes;0
24.0;feminino;Segundo Grau;31179.0;0;ALUGUEL;2998.0;EDUCACIONAL;8.52;0.1;547;Yes;0
26.0;feminino;Segundo Grau;47803.0;4;ALUGUEL;5000.0;EDUCACIONAL;11.54;0.1;576;Yes;0
30.0;feminino;Mestrado;44080.0;7;ALUGUEL;2518.0;REFORMA;10.38;0.06;554;Yes;0
30.0;feminino;Bacharel;43034.0;8;ALUGUEL;2500.0;QUITAÇÃO;9.2;0.06;556;Yes;0
29.0;feminino;Bacharel;55845.0;6;HIPOTECA;2000.0;MÉDICO;8.06;0.04;665;Yes;0
33.0;feminino;Tecnólogo;39457.0;12;ALUGUEL;4000.0;MÉDICO;8.48;0.1;610;No;0
22.0;masculino;Bacharel;28846.0;0;ALUGUEL;3000.0;EDUCACIONAL;9.16;0.1;581;Yes;0
27.0;masculino;Segundo Grau;75530.0;2;ALUGUEL;12000.0;PESSOAL;15.79;0.16;565;Yes;0
26.0;feminino;Tecnólogo;109246.0;4;ALUGUEL;7000.0;MÉDICO;13.48;0.06;617;Yes;0
27.0;masculino;Bacharel;63488.0;2;HIPOTECA;12000.0;REFORMA;15.2;0.19;675;No;0
30.0;feminino;Tecnólogo;95971.0;9;HIPOTECA;14968.0;PROJETO;11.04;0.16;606;No;0
31.0;masculino;Mestrado;58395.0;7;HIPOTECA;5000.0;REFORMA;7.78;0.09;661;Yes;0
35.0;masculino;Mestrado;85030.0;13;ALUGUEL;20165.0;PESSOAL;10.75;0.24;703;Yes;0
30.0;masculino;Mestrado;35644.0;5;PRÓPRIA;6250.0;QUITAÇÃO;11.53;0.18;538;Yes;0
35.0;feminino;Tecnólogo;82084.0;11;HIPOTECA;9305.0;QUITAÇÃO;8.32;0.11;666;Yes;0
26.0;masculino;Segundo Grau;60197.0;0;HIPOTECA;2435.0;REFORMA;6.78;0.04;664;Yes;0
23.0;masculino;Segundo Grau;37046.0;1;ALUGUEL;8404.0;EDUCACIONAL;14.51;0.23;601;No;0
28.0;feminino;Tecnólogo;64703.0;4;HIPOTECA;5000.0;PESSOAL;10.2;0.08;669;No;0
27.0;masculino;Mestrado;109294.0;4;HIPOTECA;4374.0;EDUCACIONAL;7.19;0.04;626;No;0
22.0;feminino;Bacharel;62225.0;0;ALUGUEL;5753.0;PROJETO;9.32;0.09;603;No;0
25.0;feminino;Segundo Grau;82412.0;2;HIPOTECA;3563.0;REFORMA;6.48;0.04;643;Yes;0
35.0;masculino;Segundo Grau;42803.0;12;ALUGUEL;3234.0;PROJETO;12.3;0.08;560;Yes;0
23.0;masculino;Tecnólogo;72897.0;0;ALUGUEL;2099.0;PESSOAL;14.69;0.03;659;Yes;0
25.0;feminino;Bacharel;76966.0;1;ALUGUEL;8000.0;PROJETO;12.16;0.1;582;No;0
34.0;feminino;Bacharel;611327.0;10;HIPOTECA;2144.0;QUITAÇÃO;12.87;0.0;712;No;0
23.0;masculino;Segundo Grau;64548.0;0;ALUGUEL;3000.0;MÉDICO;12.44;0.05;597;Yes;0
33.0;feminino;Mestrado;60886.0;12;ALUGUEL;12000.0;PROJETO;6.27;0.2;657;Yes;0
33.0;masculino;Mestrado;44251.0;14;HIPOTECA;6000.0;PROJETO;12.57;0.14;648;No;0
29.0;feminino;Segundo Grau;87037.0;5;HIPOTECA;15945.0;PESSOAL;13.58;0.18;660;No;0
26.0;feminino;Doutorado;65097.0;7;HIPOTECA;10687.0;QUITAÇÃO;6.27;0.16;649;Yes;0
23.0;masculino;Tecnólogo;68531.0;0;HIPOTECA;5000.0;PESSOAL;6.86;0.07;643;Yes;0
24.0;masculino;Segundo Grau;81806.0;0;HIPOTECA;6400.0;REFORMA;11.02;0.08;628;Yes;0
24.0;feminino;Bacharel;103011.0;3;HIPOTECA;4000.0;EDUCACIONAL;7.13;0.04;662;Yes;0
27.0;masculino;Mestrado;42701.0;6;ALUGUEL;6000.0;MÉDICO;11.87;0.14;663;No;0
25.0;feminino;Bacharel;80044.0;3;ALUGUEL;17804.0;EDUCACIONAL;12.7;0.22;617;No;0
30.0;masculino;Bacharel;174237.0;6;HIPOTECA;5941.0;PROJETO;9.77;0.03;637;No;0
29.0;masculino;Bacharel;108311.0;5;ALUGUEL;1840.0;PESSOAL;12.81;0.02;658;Yes;0
23.0;masculino;Segundo Grau;102088.0;0;HIPOTECA;10000.0;QUITAÇÃO;7.63;0.1;550;Yes;0
25.0;masculino;Bacharel;119071.0;0;HIPOTECA;9000.0;PROJETO;7.85;0.08;622;Yes;0
29.0;feminino;Tecnólogo;111337.0;5;HIPOTECA;32401.0;EDUCACIONAL;8.98;0.29;629;Yes;0
25.0;feminino;Tecnólogo;50015.0;0;ALUGUEL;12120.0;QUITAÇÃO;11.22;0.24;665;Yes;0
47.0;feminino;Mestrado;108919.0;22;ALUGUEL;12000.0;PESSOAL;10.28;0.11;700;No;0
26.0;masculino;Tecnólogo;105198.0;5;HIPOTECA;25000.0;QUITAÇÃO;13.12;0.24;634;No;0
25.0;masculino;Bacharel;66845.0;3;PRÓPRIA;24200.0;QUITAÇÃO;8.49;0.36;661;Yes;0
22.0;masculino;Segundo Grau;99773.0;0;HIPOTECA;14265.0;MÉDICO;9.04;0.14;645;No;0
43.0;feminino;Tecnólogo;169350.0;22;HIPOTECA;21335.0;MÉDICO;11.75;0.13;647;No;0
24.0;masculino;Bacharel;62445.0;4;HIPOTECA;10361.0;QUITAÇÃO;11.09;0.17;697;Yes;0
23.0;masculino;Segundo Grau;66158.0;1;ALUGUEL;3416.0;QUITAÇÃO;6.93;0.05;571;Yes;0
32.0;masculino;Tecnólogo;37354.0;7;PRÓPRIA;5000.0;MÉDICO;13.59;0.13;675;Yes;0
23.0;masculino;Tecnólogo;46147.0;0;ALUGUEL;2838.0;MÉDICO;7.42;0.06;633;Yes;0
25.0;masculino;Segundo Grau;72748.0;3;HIPOTECA;10000.0;QUITAÇÃO;10.84;0.14;604;No;0
22.0;masculino;Bacharel;64395.0;1;ALUGUEL;3000.0;MÉDICO;11.25;0.05;654;Yes;0
31.0;feminino;Doutorado;132843.0;9;HIPOTECA;12000.0;PESSOAL;13.59;0.09;580;Yes;0
23.0;masculino;Mestrado;13989.0;1;PRÓPRIA;1400.0;PESSOAL;9.32;0.1;688;Yes;0
43.0;masculino;Segundo Grau;81552.0;21;HIPOTECA;3000.0;QUITAÇÃO;10.74;0.04;620;No;0
36.0;masculino;Bacharel;97073.0;13;HIPOTECA;20000.0;EDUCACIONAL;11.57;0.21;683;Yes;0
22.0;masculino;Segundo Grau;30780.0;0;ALUGUEL;2000.0;PROJETO;13.83;0.06;635;Yes;0
39.0;masculino;Bacharel;91327.0;18;HIPOTECA;7500.0;PESSOAL;12.06;0.08;646;Yes;0
24.0;masculino;Segundo Grau;90899.0;1;ALUGUEL;12000.0;PESSOAL;12.23;0.13;586;Yes;0
25.0;feminino;Segundo Grau;112653.0;0;ALUGUEL;10000.0;EDUCACIONAL;9.12;0.09;647;Yes;0
25.0;masculino;Segundo Grau;120973.0;3;HIPOTECA;12000.0;PROJETO;11.39;0.1;645;Yes;0
26.0;masculino;Bacharel;27163.0;1;ALUGUEL;6000.0;MÉDICO;7.34;0.22;654;Yes;0
47.0;feminino;Segundo Grau;90829.0;22;ALUGUEL;14313.0;QUITAÇÃO;8.0;0.16;635;Yes;0
26.0;feminino;Bacharel;43203.0;1;ALUGUEL;7200.0;MÉDICO;9.11;0.17;586;No;0
34.0;feminino;Tecnólogo;65654.0;11;HIPOTECA;10000.0;PROJETO;10.31;0.15;669;No;0
24.0;masculino;Tecnólogo;169386.0;0;HIPOTECA;12000.0;PESSOAL;11.58;0.07;671;No;0
25.0;masculino;Bacharel;121153.0;2;HIPOTECA;25000.0;PROJETO;12.05;0.21;581;Yes;0
39.0;feminino;Tecnólogo;66950.0;17;PRÓPRIA;1000.0;PROJETO;11.09;0.01;682;Yes;0
33.0;masculino;Tecnólogo;91296.0;13;ALUGUEL;14000.0;EDUCACIONAL;8.35;0.15;627;Yes;0
24.0;masculino;Tecnólogo;63270.0;3;HIPOTECA;1205.0;PROJETO;13.95;0.02;604;Yes;0
27.0;masculino;Segundo Grau;63345.0;5;ALUGUEL;7188.0;EDUCACIONAL;11.85;0.11;632;No;0
23.0;masculino;Bacharel;51508.0;1;ALUGUEL;7000.0;MÉDICO;13.57;0.14;680;No;0
32.0;masculino;Bacharel;60747.0;10;HIPOTECA;16000.0;PROJETO;9.06;0.26;701;Yes;0
43.0;masculino;Tecnólogo;49188.0;18;ALUGUEL;3600.0;QUITAÇÃO;13.19;0.07;703;No;0
24.0;masculino;Bacharel;120924.0;2;HIPOTECA;10000.0;EDUCACIONAL;12.87;0.08;643;Yes;0
28.0;masculino;Segundo Grau;85411.0;6;HIPOTECA;15000.0;QUITAÇÃO;10.16;0.18;648;Yes;0
25.0;masculino;Bacharel;84809.0;5;HIPOTECA;7000.0;MÉDICO;12.91;0.08;649;Yes;0
25.0;feminino;Segundo Grau;33503.0;2;ALUGUEL;2430.0;EDUCACIONAL;10.97;0.07;655;Yes;0
24.0;feminino;Segundo Grau;73164.0;0;ALUGUEL;5891.0;MÉDICO;7.26;0.08;590;Yes;0
30.0;feminino;Segundo Grau;99757.0;11;ALUGUEL;4018.0;QUITAÇÃO;9.94;0.04;652;Yes;0
22.0;masculino;Segundo Grau;84685.0;0;HIPOTECA;6000.0;PROJETO;12.08;0.07;635;No;0
25.0;masculino;Bacharel;108606.0;1;HIPOTECA;15000.0;MÉDICO;12.46;0.14;614;Yes;0
22.0;masculino;Segundo Grau;57166.0;0;ALUGUEL;12000.0;MÉDICO;13.0;0.21;625;No;0
26.0;masculino;Segundo Grau;115018.0;4;ALUGUEL;14339.0;PROJETO;12.74;0.12;634;No;0
26.0;masculino;Bacharel;72997.0;3;ALUGUEL;7200.0;EDUCACIONAL;11.37;0.1;603;Yes;0
25.0;masculino;Bacharel;44083.0;0;PRÓPRIA;14449.0;EDUCACIONAL;10.8;0.33;655;No;0
25.0;masculino;Segundo Grau;72757.0;4;ALUGUEL;12500.0;EDUCACIONAL;11.53;0.17;616;Yes;0
28.0;masculino;Tecnólogo;270644.0;2;HIPOTECA;15944.0;EDUCACIONAL;13.03;0.06;596;Yes;0
23.0;feminino;Tecnólogo;97176.0;1;HIPOTECA;15000.0;EDUCACIONAL;12.56;0.15;534;Yes;0
27.0;masculino;Segundo Grau;43463.0;5;ALUGUEL;2036.0;EDUCACIONAL;13.7;0.05;662;Yes;0
24.0;masculino;Bacharel;91054.0;1;HIPOTECA;14972.0;EDUCACIONAL;9.94;0.16;678;No;0
22.0;masculino;Bacharel;83301.0;0;ALUGUEL;12000.0;PROJETO;10.08;0.14;626;Yes;0
36.0;masculino;Bacharel;51395.0;11;ALUGUEL;8400.0;QUITAÇÃO;12.01;0.16;713;No;0
28.0;feminino;Segundo Grau;114423.0;5;HIPOTECA;7442.0;PROJETO;11.9;0.07;684;No;0
24.0;feminino;Tecnólogo;66908.0;0;HIPOTECA;9600.0;PROJETO;9.16;0.14;618;Yes;0
39.0;feminino;Segundo Grau;98160.0;14;HIPOTECA;24000.0;PROJETO;8.68;0.24;673;Yes;0
28.0;masculino;Tecnólogo;61019.0;2;PRÓPRIA;12000.0;PROJETO;7.71;0.2;663;No;0
32.0;masculino;Tecnólogo;54696.0;9;HIPOTECA;6400.0;PESSOAL;7.49;0.12;678;No;0
26.0;masculino;Segundo Grau;91096.0;5;ALUGUEL;18976.0;PROJETO;9.46;0.21;664;Yes;0
28.0;feminino;Tecnólogo;108883.0;5;ALUGUEL;10000.0;PROJETO;8.98;0.09;637;Yes;0
24.0;masculino;Segundo Grau;102582.0;0;HIPOTECA;21905.0;QUITAÇÃO;7.64;0.21;609;No;0
25.0;masculino;Tecnólogo;75413.0;4;HIPOTECA;4000.0;EDUCACIONAL;10.41;0.05;644;Yes;0
30.0;masculino;Tecnólogo;64735.0;5;ALUGUEL;12000.0;QUITAÇÃO;7.93;0.19;607;Yes;0
27.0;masculino;Bacharel;72635.0;2;HIPOTECA;3000.0;PROJETO;13.57;0.04;678;Yes;0
24.0;masculino;Tecnólogo;36887.0;1;ALUGUEL;6000.0;MÉDICO;7.51;0.16;660;Yes;0
22.0;masculino;Segundo Grau;10206.0;0;ALUGUEL;1196.0;EDUCACIONAL;15.1;0.12;623;Yes;0
23.0;masculino;Bacharel;48694.0;0;ALUGUEL;8000.0;EDUCACIONAL;11.44;0.16;605;Yes;0
34.0;feminino;Segundo Grau;111200.0;10;HIPOTECA;3459.0;QUITAÇÃO;5.69;0.03;679;Yes;0
25.0;feminino;Bacharel;102833.0;3;ALUGUEL;9600.0;EDUCACIONAL;13.62;0.09;673;No;0
23.0;masculino;Bacharel;69680.0;1;ALUGUEL;2419.0;QUITAÇÃO;14.34;0.03;671;No;0
26.0;masculino;Bacharel;90840.0;0;HIPOTECA;6908.0;PROJETO;9.49;0.08;631;Yes;0
29.0;masculino;Bacharel;109134.0;8;ALUGUEL;6000.0;QUITAÇÃO;13.98;0.05;706;Yes;0
26.0;feminino;Mestrado;103286.0;5;HIPOTECA;10000.0;EDUCACIONAL;12.1;0.1;663;No;0
28.0;feminino;Mestrado;96608.0;5;ALUGUEL;7010.0;EDUCACIONAL;12.41;0.07;701;Yes;0
31.0;feminino;Segundo Grau;45677.0;8;ALUGUEL;8000.0;EDUCACIONAL;8.12;0.18;642;Yes;0
30.0;masculino;Segundo Grau;56336.0;8;ALUGUEL;5000.0;EDUCACIONAL;11.01;0.09;609;Yes;0
26.0;masculino;Tecnólogo;138837.0;2;HIPOTECA;24000.0;REFORMA;9.78;0.17;679;Yes;0
22.0;feminino;Bacharel;105704.0;1;HIPOTECA;25000.0;REFORMA;13.08;0.24;634;No;0
26.0;masculino;Bacharel;61142.0;3;ALUGUEL;13000.0;MÉDICO;11.69;0.21;717;Yes;0
33.0;feminino;Tecnólogo;444306.0;7;HIPOTECA;5443.0;REFORMA;8.3;0.01;702;No;0
29.0;feminino;Tecnólogo;84801.0;7;HIPOTECA;5000.0;PESSOAL;11.34;0.06;631;Yes;0
26.0;masculino;Segundo Grau;61058.0;2;HIPOTECA;3538.0;PESSOAL;8.78;0.06;629;No;0
26.0;masculino;Bacharel;101745.0;1;HIPOTECA;10166.0;QUITAÇÃO;12.28;0.1;707;No;0
23.0;feminino;Tecnólogo;108861.0;1;ALUGUEL;7000.0;PESSOAL;11.0;0.06;662;No;0
26.0;feminino;Bacharel;60013.0;1;ALUGUEL;11000.0;PROJETO;12.11;0.18;675;Yes;0
30.0;feminino;Tecnólogo;73027.0;6;ALUGUEL;5500.0;REFORMA;8.58;0.08;703;No;0
61.0;masculino;Segundo Grau;128603.0;41;HIPOTECA;11502.0;EDUCACIONAL;12.44;0.09;741;Yes;0
23.0;masculino;Segundo Grau;107224.0;2;HIPOTECA;2974.0;MÉDICO;6.55;0.03;631;Yes;0
25.0;feminino;Mestrado;87411.0;4;HIPOTECA;16000.0;EDUCACIONAL;9.21;0.18;634;Yes;0
28.0;masculino;Segundo Grau;87488.0;4;ALUGUEL;3000.0;REFORMA;8.91;0.03;570;No;0
23.0;masculino;Bacharel;61701.0;0;ALUGUEL;2752.0;QUITAÇÃO;9.02;0.04;541;Yes;0
29.0;masculino;Segundo Grau;265757.0;9;HIPOTECA;9694.0;QUITAÇÃO;11.79;0.04;583;Yes;0
23.0;feminino;Bacharel;48984.0;0;ALUGUEL;2800.0;QUITAÇÃO;8.35;0.06;703;No;0
30.0;masculino;Tecnólogo;31939.0;8;ALUGUEL;6500.0;MÉDICO;11.65;0.2;619;No;0
25.0;masculino;Segundo Grau;60981.0;0;ALUGUEL;15000.0;PROJETO;11.06;0.25;626;Yes;0
29.0;feminino;Segundo Grau;139272.0;8;HIPOTECA;5000.0;REFORMA;6.32;0.04;635;Yes;0
24.0;feminino;Mestrado;105469.0;4;HIPOTECA;3942.0;EDUCACIONAL;6.41;0.04;591;Yes;0
26.0;feminino;Bacharel;157128.0;5;HIPOTECA;20000.0;PESSOAL;13.34;0.13;652;Yes;0
27.0;feminino;Tecnólogo;78889.0;3;ALUGUEL;6000.0;EDUCACIONAL;15.47;0.08;655;Yes;0
29.0;feminino;Tecnólogo;145276.0;5;HIPOTECA;20000.0;PESSOAL;11.56;0.14;545;Yes;0
28.0;masculino;Bacharel;44385.0;6;ALUGUEL;6000.0;EDUCACIONAL;13.75;0.14;618;No;0
47.0;masculino;Tecnólogo;45420.0;24;HIPOTECA;7400.0;PESSOAL;8.0;0.16;689;Yes;0
23.0;feminino;Bacharel;79253.0;0;ALUGUEL;7000.0;EDUCACIONAL;11.16;0.09;574;Yes;0
23.0;masculino;Tecnólogo;73066.0;3;ALUGUEL;15000.0;EDUCACIONAL;11.08;0.21;586;Yes;0
28.0;masculino;Bacharel;48968.0;4;ALUGUEL;6500.0;PROJETO;11.05;0.13;671;Yes;0
27.0;masculino;Segundo Grau;62193.0;5;HIPOTECA;8400.0;REFORMA;10.78;0.14;669;No;0
28.0;feminino;Tecnólogo;76686.0;7;ALUGUEL;4200.0;REFORMA;6.12;0.05;646;Yes;0
27.0;feminino;Mestrado;121054.0;6;HIPOTECA;10000.0;PROJETO;7.5;0.08;485;Yes;0
23.0;masculino;Tecnólogo;63670.0;0;HIPOTECA;6000.0;EDUCACIONAL;10.96;0.09;670;No;0
23.0;feminino;Tecnólogo;44005.0;0;HIPOTECA;1000.0;MÉDICO;10.81;0.02;603;Yes;0
28.0;masculino;Bacharel;29810.0;2;HIPOTECA;6229.0;PROJETO;12.61;0.21;613;Yes;0
25.0;feminino;Mestrado;97136.0;3;ALUGUEL;4000.0;QUITAÇÃO;18.2;0.04;631;Yes;0
27.0;masculino;Segundo Grau;293957.0;5;HIPOTECA;14529.0;PROJETO;13.1;0.05;654;Yes;0
25.0;masculino;Segundo Grau;61263.0;3;HIPOTECA;15000.0;QUITAÇÃO;16.15;0.24;632;Yes;0
27.0;masculino;Bacharel;43053.0;2;ALUGUEL;10000.0;MÉDICO;8.12;0.23;669;No;0
25.0;feminino;Segundo Grau;53873.0;5;HIPOTECA;6376.0;EDUCACIONAL;10.99;0.12;630;Yes;0
28.0;feminino;Segundo Grau;102905.0;7;HIPOTECA;9073.0;PESSOAL;7.59;0.09;641;Yes;0
31.0;feminino;Tecnólogo;55949.0;6;ALUGUEL;11227.0;QUITAÇÃO;14.12;0.2;697;Yes;0
28.0;masculino;Tecnólogo;78249.0;7;ALUGUEL;12000.0;PESSOAL;11.38;0.15;624;Yes;0
23.0;feminino;Tecnólogo;48435.0;0;HIPOTECA;6000.0;EDUCACIONAL;7.88;0.12;601;Yes;0
23.0;masculino;Tecnólogo;60964.0;0;PRÓPRIA;3600.0;EDUCACIONAL;6.46;0.06;564;No;0
32.0;feminino;Tecnólogo;65810.0;9;HIPOTECA;8500.0;PROJETO;7.65;0.13;633;Yes;0
30.0;feminino;Bacharel;173713.0;9;HIPOTECA;5114.0;QUITAÇÃO;16.96;0.03;694;No;0
28.0;masculino;Segundo Grau;42133.0;4;PRÓPRIA;16743.0;PESSOAL;10.13;0.4;662;Yes;0
24.0;feminino;Bacharel;63350.0;0;ALUGUEL;8000.0;EDUCACIONAL;8.34;0.13;644;No;0
29.0;masculino;Bacharel;49343.0;6;ALUGUEL;3000.0;MÉDICO;7.07;0.06;631;Yes;0
26.0;feminino;Tecnólogo;133030.0;5;HIPOTECA;20000.0;EDUCACIONAL;8.85;0.15;632;Yes;0
24.0;feminino;Tecnólogo;58560.0;1;ALUGUEL;2161.0;REFORMA;14.77;0.04;652;Yes;0
25.0;masculino;Segundo Grau;108900.0;2;ALUGUEL;2500.0;EDUCACIONAL;13.09;0.02;577;Yes;0
37.0;masculino;Segundo Grau;89974.0;12;HIPOTECA;7166.0;MÉDICO;6.62;0.08;539;Yes;0
23.0;masculino;Mestrado;40547.0;2;ALUGUEL;9000.0;MÉDICO;10.46;0.22;646;No;0
33.0;feminino;Tecnólogo;90938.0;12;ALUGUEL;15000.0;REFORMA;11.17;0.16;646;No;0
24.0;feminino;Tecnólogo;69368.0;1;ALUGUEL;4819.0;REFORMA;10.52;0.07;640;No;0
29.0;feminino;Segundo Grau;73128.0;6;HIPOTECA;5000.0;QUITAÇÃO;11.01;0.07;596;Yes;0
24.0;feminino;Segundo Grau;72029.0;0;HIPOTECA;2000.0;PESSOAL;5.55;0.03;660;Yes;0
24.0;feminino;Tecnólogo;71801.0;0;HIPOTECA;3597.0;QUITAÇÃO;7.56;0.05;651;Yes;0
32.0;feminino;Bacharel;31292.0;9;ALUGUEL;3000.0;QUITAÇÃO;12.69;0.1;625;Yes;0
40.0;masculino;Segundo Grau;144908.0;17;ALUGUEL;12000.0;MÉDICO;5.81;0.08;569;Yes;0
24.0;masculino;Bacharel;96998.0;2;ALUGUEL;20000.0;PROJETO;13.06;0.21;673;No;0
31.0;masculino;Segundo Grau;40120.0;8;ALUGUEL;5000.0;MÉDICO;11.01;0.12;621;No;0
28.0;feminino;Bacharel;51898.0;5;ALUGUEL;6000.0;MÉDICO;8.5;0.12;649;No;0
22.0;masculino;Tecnólogo;36891.0;1;HIPOTECA;6500.0;QUITAÇÃO;13.85;0.18;581;Yes;0
37.0;masculino;Segundo Grau;97056.0;15;HIPOTECA;7745.0;REFORMA;9.79;0.08;625;Yes;0
24.0;masculino;Segundo Grau;55782.0;3;ALUGUEL;11000.0;QUITAÇÃO;11.04;0.2;632;Yes;0
25.0;masculino;Mestrado;136746.0;6;HIPOTECA;25000.0;PESSOAL;11.61;0.18;658;No;0
25.0;feminino;Tecnólogo;114978.0;1;HIPOTECA;20000.0;REFORMA;11.67;0.17;672;Yes;0
27.0;feminino;Tecnólogo;26266.0;6;PRÓPRIA;7350.0;REFORMA;12.07;0.28;501;Yes;0
30.0;masculino;Mestrado;60880.0;6;ALUGUEL;3000.0;REFORMA;13.1;0.05;733;No;0
